iter	Passed	Remaining
1664	31658	25383
1665	31677	25364
1666	31694	25344
1667	31711	25323
1668	31729	25303
1669	31748	25285
1670	31768	25266
1671	31786	25246
1672	31806	25228
1673	31824	25208
1674	31841	25188
1675	31860	25168
1676	31879	25150
1677	31898	25131
1678	31918	25112
1679	31937	25093
1680	31954	25072
1681	31970	25052
1682	31989	25032
1683	32009	25014
1684	32029	24996
1685	32047	24976
1686	32065	24956
1687	32082	24936
1688	32100	24916
1689	32119	24897
1690	32140	24879
1691	32161	24862
1692	32179	24842
1693	32198	24823
1694	32217	24804
1695	32234	24784
1696	32251	24763
1697	32270	24744
1698	32287	24723
1699	32304	24703
1700	32323	24684
1701	32342	24665
1702	32360	24645
1703	32378	24625
1704	32397	24607
1705	32415	24587
1706	32432	24566
1707	32450	24546
1708	32467	24526
1709	32485	24506
1710	32504	24487
1711	32523	24468
1712	32543	24450
1713	32563	24432
1714	32582	24413
1715	32600	24393
1716	32618	24373
1717	32636	24354
1718	32654	24333
1719	32672	24314
1720	32689	24293
1721	32707	24274
1722	32725	24254
1723	32745	24236
1724	32763	24216
1725	32782	24197
1726	32800	24177
1727	32820	24159
1728	32837	24138
1729	32855	24119
1730	32874	24100
1731	32892	24080
1732	32908	24059
1733	32925	24039
1734	32945	24020
1735	32966	24002
1736	32985	23984
1737	33004	23965
1738	33022	23945
1739	33040	23925
1740	33059	23907
1741	33078	23887
1742	33095	23867
1743	33114	23848
1744	33131	23827
1745	33149	23808
1746	33168	23789
1747	33187	23770
1748	33206	23751
1749	33223	23730
1750	33242	23712
1751	33260	23692
1752	33279	23673
1753	33298	23654
1754	33317	23635
1755	33335	23615
1756	33353	23596
1757	33374	23578
1758	33393	23559
1759	33411	23539
1760	33428	23519
1761	33445	23499
1762	33463	23479
1763	33480	23459
1764	33499	23439
1765	33516	23419
1766	33533	23399
1767	33552	23380
1768	33571	23361
1769	33590	23342
1770	33610	23324
1771	33629	23305
1772	33647	23285
1773	33667	23267
1774	33685	23247
1775	33703	23228
1776	33721	23208
1777	33740	23189
1778	33758	23170
1779	33780	23152
1780	33798	23133
1781	33816	23113
1782	33833	23093
1783	33851	23073
1784	33869	23054
1785	33887	23034
1786	33906	23015
1787	33925	22996
1788	33942	22976
1789	33960	22956
1790	33977	22936
1791	33997	22917
1792	34015	22898
1793	34032	22878
1794	34050	22858
1795	34069	22839
1796	34086	22819
1797	34104	22799
1798	34123	22780
1799	34141	22761
1800	34159	22741
1801	34179	22723
1802	34201	22706
1803	34221	22687
1804	34240	22668
1805	34260	22650
1806	34279	22631
1807	34296	22611
1808	34314	22591
1809	34331	22571
1810	34348	22551
1811	34364	22530
1812	34382	22510
1813	34399	22490
1814	34418	22471
1815	34436	22452
1816	34455	22432
1817	34474	22414
1818	34491	22393
1819	34510	22374
1820	34527	22354
1821	34546	22335
1822	34563	22315
1823	34583	22297
1824	34604	22279
1825	34621	22259
1826	34641	22240
1827	34660	22222
1828	34679	22203
1829	34700	22185
1830	34718	22165
1831	34739	22148
1832	34760	22130
1833	34779	22111
1834	34798	22093
1835	34817	22074
1836	34836	22054
1837	34855	22035
1838	34874	22016
1839	34891	21997
1840	34909	21977
1841	34928	21958
1842	34947	21939
1843	34966	21920
1844	34986	21901
1845	35005	21883
1846	35023	21863
1847	35043	21845
1848	35061	21825
1849	35080	21806
1850	35099	21787
1851	35116	21767
1852	35133	21747
1853	35153	21729
1854	35171	21709
1855	35190	21690
1856	35210	21672
1857	35229	21653
1858	35257	21639
1859	35275	21620
1860	35294	21601
1861	35313	21582
1862	35331	21562
1863	35351	21544
1864	35375	21528
1865	35397	21511
1866	35416	21492
1867	35433	21472
1868	35451	21452
1869	35470	21433
1870	35488	21414
1871	35506	21395
1872	35525	21375
1873	35542	21355
1874	35560	21336
1875	35578	21316
1876	35598	21298
1877	35616	21279
1878	35635	21259
1879	35652	21239
1880	35671	21220
1881	35689	21201
1882	35708	21182
1883	35727	21163
1884	35745	21143
1885	35765	21125
1886	35785	21107
1887	35804	21088
1888	35822	21068
1889	35841	21049
1890	35859	21030
1891	35878	21011
1892	35895	20991
1893	35916	20973
1894	35933	20953
1895	35952	20934
1896	35969	20914
1897	35987	20894
1898	36006	20875
1899	36025	20857
1900	36043	20837
1901	36060	20817
1902	36077	20797
1903	36098	20779
1904	36116	20760
1905	36136	20741
1906	36156	20722
1907	36175	20704
1908	36194	20685
1909	36213	20666
1910	36233	20647
1911	36252	20629
1912	36270	20609
1913	36289	20590
1914	36308	20571
1915	36326	20552
1916	36345	20532
1917	36362	20513
1918	36381	20494
1919	36399	20474
1920	36417	20455
1921	36435	20435
1922	36454	20416
1923	36471	20396
1924	36489	20377
1925	36506	20357
1926	36526	20338
1927	36545	20319
1928	36565	20301
1929	36585	20283
1930	36605	20264
1931	36624	20245
1932	36642	20226
1933	36660	20207
1934	36679	20187
1935	36696	20168
1936	36715	20148
1937	36733	20129
1938	36753	20110
1939	36771	20091
1940	36789	20072
1941	36807	20052
1942	36826	20033
1943	36844	20014
1944	36863	19995
1945	36881	19975
1946	36900	19956
1947	36917	19936
1948	36935	19917
1949	36957	19900
1950	36977	19881
1951	36996	19862
1952	37015	19843
1953	37034	19824
1954	37053	19806
1955	37072	19786
1956	37089	19767
1957	37109	19748
1958	37126	19728
1959	37143	19708
1960	37163	19690
1961	37181	19670
1962	37199	19651
1963	37217	19632
1964	37235	19612
1965	37252	19592
1966	37270	19573
1967	37287	19553
1968	37306	19534
1969	37326	19516
1970	37343	19496
1971	37362	19477
1972	37382	19458
1973	37401	19439
1974	37420	19421
1975	37441	19402
1976	37459	19383
1977	37476	19363
1978	37494	19344
1979	37513	19324
1980	37542	19311
1981	37559	19291
1982	37578	19272
1983	37597	19253
1984	37615	19234
1985	37635	19215
1986	37652	19195
1987	37669	19176
1988	37687	19156
1989	37705	19137
1990	37723	19117
1991	37740	19097
1992	37759	19078
1993	37779	19060
1994	37799	19041
1995	37817	19022
1996	37866	19018
1997	37897	19005
1998	37916	18986
1999	37940	18970
2000	37958	18950
2001	37978	18932
2002	37999	18914
2003	38020	18896
2004	38039	18877
2005	38058	18858
2006	38079	18840
2007	38096	18820
2008	38115	18801
2009	38133	18781
2010	38152	18763
2011	38171	18744
2012	38191	18725
2013	38210	18706
2014	38227	18687
2015	38247	18668
2016	38264	18648
2017	38283	18629
2018	38299	18609
2019	38319	18590
2020	38337	18571
2021	38356	18552
2022	38386	18538
2023	38405	18519
2024	38424	18500
2025	38442	18481
2026	38460	18461
2027	38478	18442
2028	38497	18423
2029	38514	18403
2030	38533	18384
2031	38552	18365
2032	38570	18346
2033	38588	18326
2034	38606	18307
2035	38639	18294
2036	38658	18276
2037	38676	18256
2038	38693	18236
2039	38710	18216
2040	38728	18197
2041	38747	18178
2042	38766	18159
2043	38787	18141
2044	38807	18122
2045	38825	18103
2046	38843	18084
2047	38861	18064
2048	38879	18045
2049	38897	18025
2050	38916	18006
2051	38934	17987
2052	38954	17968
2053	38974	17950
2054	38992	17930
2055	39011	17911
2056	39030	17892
2057	39047	17873
2058	39065	17853
2059	39084	17834
2060	39102	17815
2061	39121	17796
2062	39140	17777
2063	39159	17758
2064	39176	17738
2065	39194	17719
2066	39213	17700
2067	39232	17681
2068	39250	17661
2069	39269	17642
2070	39286	17622
2071	39304	17603
2072	39323	17584
2073	39341	17565
2074	39361	17546
2075	39381	17528
2076	39399	17508
2077	39418	17489
2078	39436	17470
2079	39455	17451
2080	39473	17432
2081	39491	17412
2082	39509	17393
2083	39528	17374
2084	39546	17354
2085	39564	17335
2086	39584	17316
2087	39603	17298
2088	39621	17278
2089	39639	17259
2090	39657	17240
2091	39674	17220
2092	39691	17200
2093	39709	17181
2094	39728	17161
2095	39749	17143
2096	39767	17124
2097	39785	17104
2098	39802	17085
2099	39820	17065
2100	39838	17046
2101	39856	17027
2102	39873	17007
2103	39891	16987
2104	39908	16968
2105	39927	16949
2106	39944	16929
2107	39962	16910
2108	39980	16890
2109	39998	16871
2110	40015	16851
2111	40033	16832
2112	40053	16813
2113	40072	16794
2114	40092	16776
2115	40109	16756
2116	40127	16737
2117	40145	16718
2118	40165	16699
2119	40185	16680
2120	40204	16662
2121	40222	16642
2122	40241	16623
2123	40259	16604
2124	40277	16584
2125	40295	16565
2126	40314	16546
2127	40333	16527
2128	40351	16508
2129	40368	16488
2130	40386	16469
2131	40405	16450
2132	40424	16431
2133	40442	16412
2134	40461	16393
2135	40478	16373
2136	40497	16354
2137	40515	16334
2138	40534	16316
2139	40552	16296
2140	40572	16278
2141	40593	16260
2142	40611	16240
2143	40630	16221
2144	40649	16203
2145	40668	16184
2146	40686	16164
2147	40706	16146
2148	40724	16126
2149	40741	16107
2150	40759	16087
2151	40776	16067
2152	40794	16048
2153	40812	16029
2154	40830	16010
2155	40848	15990
2156	40866	15971
2157	40883	15951
2158	40901	15932
2159	40920	15913
2160	40938	15894
2161	40957	15875
2162	40976	15856
2163	40993	15836
2164	41013	15818
2165	41032	15799
2166	41049	15779
2167	41067	15760
2168	41085	15740
2169	41104	15721
2170	41124	15703
2171	41143	15684
2172	41163	15666
2173	41181	15646
2174	41198	15627
2175	41217	15608
2176	41235	15588
2177	41254	15569
2178	41272	15550
2179	41292	15531
2180	41310	15512
2181	41327	15493
2182	41347	15474
2183	41366	15455
2184	41386	15437
2185	41404	15417
2186	41422	15398
2187	41440	15379
2188	41459	15360
2189	41476	15340
2190	41494	15321
2191	41513	15302
2192	41531	15283
2193	41549	15263
2194	41570	15245
2195	41590	15226
2196	41609	15208
2197	41627	15188
2198	41646	15169
2199	41665	15151
2200	41684	15132
2201	41701	15112
2202	41719	15093
2203	41740	15074
2204	41759	15056
2205	41781	15038
2206	41798	15018
2207	41816	14999
2208	41834	14980
2209	41853	14961
2210	41869	14941
2211	41887	14922
2212	41906	14902
2213	41924	14883
2214	41948	14866
2215	41967	14847
2216	41987	14829
2217	42005	14809
2218	42023	14790
2219	42041	14771
2220	42059	14752
2221	42078	14733
2222	42098	14714
2223	42116	14695
2224	42137	14677
2225	42157	14658
2226	42177	14639
2227	42197	14621
2228	42214	14601
2229	42233	14583
2230	42251	14563
2231	42269	14544
2232	42288	14525
2233	42307	14506
2234	42326	14487
2235	42343	14468
2236	42363	14449
2237	42382	14430
2238	42401	14411
2239	42419	14392
2240	42438	14373
2241	42456	14354
2242	42474	14334
2243	42493	14315
2244	42512	14297
2245	42531	14278
2246	42550	14259
2247	42570	14240
2248	42588	14221
2249	42606	14202
2250	42625	14183
2251	42644	14164
2252	42662	14145
2253	42679	14125
2254	42697	14106
2255	42716	14087
2256	42735	14068
2257	42752	14049
2258	42772	14030
2259	42793	14011
2260	42811	13992
2261	42829	13973
2262	42849	13954
2263	42867	13935
2264	42886	13916
2265	42906	13898
2266	42926	13879
2267	42945	13860
2268	42967	13842
2269	42987	13824
2270	43006	13805
2271	43024	13786
2272	43044	13767
2273	43064	13748
2274	43082	13729
2275	43100	13710
2276	43119	13691
2277	43137	13672
2278	43156	13653
2279	43175	13634
2280	43194	13615
2281	43211	13596
2282	43229	13576
2283	43248	13557
2284	43266	13538
2285	43285	13519
2286	43302	13500
2287	43321	13481
2288	43340	13462
2289	43359	13443
2290	43377	13423
2291	43394	13404
2292	43412	13385
2293	43431	13366
2294	43448	13347
2295	43467	13328
2296	43486	13309
2297	43504	13289
2298	43522	13270
2299	43541	13251
2300	43560	13232
2301	43580	13214
2302	43598	13195
2303	43616	13175
2304	43634	13156
2305	43652	13137
2306	43672	13118
2307	43690	13099
2308	43708	13080
2309	43727	13061
2310	43747	13042
2311	43765	13023
2312	43784	13004
2313	43803	12985
2314	43820	12966
2315	43839	12947
2316	43858	12928
2317	43876	12909
2318	43894	12890
2319	43911	12870
2320	43929	12851
2321	43948	12832
2322	43967	12813
2323	43986	12794
2324	44005	12775
2325	44023	12756
2326	44041	12737
2327	44061	12718
2328	44081	12700
2329	44099	12680
2330	44117	12661
2331	44135	12642
2332	44154	12623
2333	44174	12605
2334	44193	12586
2335	44212	12567
2336	44231	12548
2337	44250	12529
2338	44268	12510
2339	44287	12491
2340	44306	12472
2341	44325	12453
2342	44342	12434
2343	44360	12414
2344	44379	12396
2345	44397	12376
2346	44414	12357
2347	44433	12338
2348	44450	12318
2349	44468	12299
2350	44488	12281
2351	44506	12262
2352	44526	12243
2353	44546	12224
2354	44565	12205
2355	44586	12187
2356	44604	12168
2357	44621	12148
2358	44640	12129
2359	44659	12111
2360	44678	12092
2361	44696	12072
2362	44715	12054
2363	44732	12034
2364	44750	12015
2365	44768	11996
2366	44787	11977
2367	44805	11958
2368	44824	11939
2369	44843	11920
2370	44860	11901
2371	44879	11882
2372	44897	11862
2373	44917	11844
2374	44936	11825
2375	44955	11806
2376	44974	11787
2377	44994	11768
2378	45012	11749
2379	45031	11730
2380	45049	11711
2381	45069	11693
2382	45088	11674
2383	45107	11655
2384	45125	11636
2385	45144	11617
2386	45163	11598
2387	45183	11579
2388	45200	11560
2389	45217	11540
2390	45235	11521
2391	45252	11502
2392	45271	11483
2393	45290	11464
2394	45310	11445
2395	45328	11426
2396	45348	11408
2397	45367	11389
2398	45385	11370
2399	45402	11350
2400	45421	11331
2401	45440	11312
2402	45461	11294
2403	45480	11275
2404	45498	11256
2405	45516	11237
2406	45537	11218
2407	45557	11200
2408	45576	11181
2409	45596	11162
2410	45615	11143
2411	45634	11124
2412	45654	11106
2413	45672	11086
2414	45692	11068
2415	45710	11049
2416	45731	11030
2417	45752	11012
2418	45770	10993
2419	45789	10974
2420	45808	10955
2421	45826	10936
2422	45844	10917
2423	45863	10898
2424	45881	10879
2425	45898	10859
2426	45917	10840
2427	45936	10821
2428	45953	10802
2429	45971	10783
2430	45988	10764
2431	46006	10744
2432	46023	10725
2433	46041	10706
2434	46059	10687
2435	46077	10668
2436	46098	10649
2437	46118	10631
2438	46141	10613
2439	46161	10594
2440	46180	10575
2441	46198	10556
2442	46217	10537
2443	46235	10518
2444	46252	10499
2445	46271	10480
2446	46290	10461
2447	46307	10441
2448	46326	10422
2449	46345	10404
2450	46365	10385
2451	46383	10366
2452	46402	10347
2453	46420	10328
2454	46439	10309
2455	46457	10290
2456	46473	10270
2457	46491	10251
2458	46510	10232
2459	46530	10213
2460	46550	10195
2461	46570	10176
2462	46589	10157
2463	46607	10138
2464	46626	10119
2465	46645	10100
2466	46663	10081
2467	46681	10062
2468	46698	10043
2469	46716	10024
2470	46736	10005
2471	46756	9986
2472	46774	9967
2473	46791	9948
2474	46809	9929
2475	46839	9912
2476	46858	9893
2477	46876	9874
2478	46893	9855
2479	46913	9836
2480	46932	9817
2481	46950	9798
2482	46971	9780
2483	46991	9761
2484	47009	9742
2485	47028	9723
2486	47046	9704
2487	47062	9684
2488	47079	9665
2489	47098	9646
2490	47117	9627
2491	47135	9608
2492	47153	9589
2493	47172	9570
2494	47193	9552
2495	47211	9533
2496	47229	9513
2497	47248	9495
2498	47266	9476
2499	47285	9457
2500	47303	9438
2501	47324	9419
2502	47343	9400
2503	47362	9381
2504	47392	9365
2505	47411	9346
2506	47429	9326
2507	47447	9307
2508	47465	9288
2509	47484	9269
2510	47502	9250
2511	47521	9231
2512	47539	9212
2513	47556	9193
2514	47575	9174
2515	47594	9155
2516	47614	9136
2517	47631	9117
2518	47649	9098
2519	47667	9079
2520	47686	9060
2521	47705	9041
2522	47724	9022
2523	47744	9004
2524	47763	8985
2525	47782	8966
2526	47800	8947
2527	47819	8928
2528	47839	8909
2529	47858	8890
2530	47876	8871
2531	47894	8852
2532	47913	8833
2533	47931	8814
2534	47950	8795
2535	47970	8776
2536	47990	8758
2537	48007	8739
2538	48027	8720
2539	48048	8701
2540	48066	8682
2541	48084	8663
2542	48104	8644
2543	48124	8626
2544	48143	8607
2545	48162	8588
2546	48181	8569
2547	48199	8550
2548	48217	8531
2549	48238	8512
2550	48256	8493
2551	48273	8474
2552	48293	8455
2553	48311	8436
2554	48329	8417
2555	48351	8399
2556	48370	8380
2557	48392	8361
2558	48410	8342
2559	48429	8323
2560	48448	8304
2561	48466	8285
2562	48485	8266
2563	48506	8248
2564	48525	8229
2565	48544	8210
2566	48562	8191
2567	48583	8172
2568	48601	8153
2569	48620	8134
2570	48638	8115
2571	48659	8097
2572	48677	8078
2573	48696	8059
2574	48714	8040
2575	48731	8021
2576	48752	8002
2577	48770	7983
2578	48789	7964
2579	48808	7945
2580	48826	7926
2581	48844	7907
2582	48861	7888
2583	48881	7869
2584	48899	7850
2585	48918	7831
2586	48937	7812
2587	48956	7793
2588	48975	7774
2589	48994	7755
2590	49011	7736
2591	49030	7717
2592	49049	7698
2593	49069	7680
2594	49088	7661
2595	49106	7642
2596	49125	7623
2597	49142	7604
2598	49162	7585
2599	49180	7566
2600	49200	7547
2601	49219	7528
2602	49240	7510
2603	49260	7491
2604	49280	7472
2605	49300	7453
2606	49319	7434
2607	49340	7416
2608	49357	7397
2609	49377	7378
2610	49406	7360
2611	49429	7342
2612	49449	7323
2613	49469	7304
2614	49487	7285
2615	49507	7267
2616	49536	7249
2617	49558	7231
2618	49575	7212
2619	49598	7193
2620	49630	7176
2621	49652	7158
2622	49671	7139
2623	49687	7119
2624	49706	7100
2625	49726	7082
2626	49745	7063
2627	49764	7044
2628	49782	7025
2629	49800	7006
2630	49819	6987
2631	49837	6968
2632	49856	6949
2633	49875	6930
2634	49892	6911
2635	49911	6892
2636	49930	6873
2637	49949	6854
2638	49968	6835
2639	49987	6816
2640	50005	6797
2641	50023	6778
2642	50042	6759
2643	50060	6740
2644	50079	6721
2645	50097	6702
2646	50119	6683
2647	50138	6664
2648	50159	6646
2649	50177	6627
2650	50196	6608
2651	50213	6589
2652	50231	6570
2653	50249	6551
2654	50267	6531
2655	50284	6512
2656	50303	6493
2657	50322	6474
2658	50342	6456
2659	50361	6437
2660	50379	6418
2661	50396	6398
2662	50413	6379
2663	50431	6360
2664	50448	6341
2665	50467	6322
2666	50485	6303
2667	50507	6284
2668	50528	6266
2669	50548	6247
2670	50568	6228
2671	50587	6209
2672	50605	6190
2673	50624	6171
2674	50643	6153
2675	50665	6134
2676	50684	6115
2677	50704	6096
2678	50722	6077
2679	50739	6058
2680	50758	6039
2681	50778	6020
2682	50796	6001
2683	50815	5982
2684	50834	5963
2685	50854	5944
2686	50872	5925
2687	50891	5907
2688	50911	5888
2689	50930	5869
2690	50951	5850
2691	50970	5831
2692	50990	5812
2693	51009	5793
2694	51028	5775
2695	51048	5756
2696	51067	5737
2697	51085	5718
2698	51105	5699
2699	51123	5680
2700	51142	5661
2701	51161	5642
2702	51183	5623
2703	51202	5604
2704	51220	5586
2705	51239	5566
2706	51256	5547
2707	51276	5529
2708	51296	5510
2709	51318	5491
2710	51338	5472
2711	51355	5453
2712	51375	5434
2713	51395	5416
2714	51414	5397
2715	51434	5378
2716	51454	5359
2717	51472	5340
2718	51491	5321
2719	51509	5302
2720	51529	5283
2721	51549	5264
2722	51568	5245
2723	51588	5227
2724	51607	5208
2725	51626	5189
2726	51645	5170
2727	51665	5151
2728	51685	5132
2729	51706	5113
2730	51727	5095
2731	51745	5076
2732	51764	5057
2733	51783	5038
2734	51803	5019
2735	51823	5000
2736	51841	4981
2737	51861	4962
2738	51879	4943
2739	51897	4924
2740	51916	4905
2741	51934	4886
2742	51952	4867
2743	51973	4848
2744	51994	4830
2745	52014	4811
2746	52033	4792
2747	52050	4773
2748	52068	4754
2749	52087	4735
2750	52107	4716
2751	52127	4697
2752	52145	4678
2753	52165	4659
2754	52183	4640
2755	52202	4621
2756	52221	4602
2757	52239	4583
2758	52258	4564
2759	52278	4545
2760	52297	4526
2761	52316	4508
2762	52334	4489
2763	52353	4470
2764	52372	4451
2765	52390	4432
2766	52408	4413
2767	52427	4394
2768	52447	4375
2769	52465	4356
2770	52483	4337
2771	52504	4318
2772	52525	4299
2773	52545	4280
2774	52563	4261
2775	52582	4242
2776	52600	4223
2777	52618	4204
2778	52635	4185
2779	52655	4166
2780	52674	4148
2781	52692	4129
2782	52710	4110
2783	52728	4091
2784	52748	4072
2785	52767	4053
2786	52785	4034
2787	52804	4015
2788	52823	3996
2789	52840	3977
2790	52859	3958
2791	52878	3939
2792	52898	3920
2793	52917	3901
2794	52936	3882
2795	52955	3863
2796	52972	3844
2797	52990	3825
2798	53009	3806
2799	53028	3787
2800	53044	3768
2801	53063	3749
2802	53085	3730
2803	53104	3712
2804	53122	3692
2805	53140	3674
2806	53160	3655
2807	53179	3636
2808	53197	3617
2809	53216	3598
2810	53235	3579
2811	53253	3560
2812	53272	3541
2813	53292	3522
2814	53312	3503
2815	53333	3484
2816	53352	3465
2817	53372	3447
2818	53389	3428
2819	53406	3408
2820	53424	3389
2821	53443	3370
2822	53461	3351
2823	53479	3333
2824	53498	3314
2825	53517	3295
2826	53537	3276
2827	53557	3257
2828	53575	3238
2829	53593	3219
2830	53611	3200
2831	53629	3181
2832	53647	3162
2833	53665	3143
2834	53684	3124
2835	53703	3105
2836	53723	3086
2837	53742	3067
2838	53761	3048
2839	53779	3029
2840	53798	3010
2841	53816	2991
2842	53834	2972
2843	53852	2953
2844	53870	2934
2845	53890	2916
2846	53908	2897
2847	53927	2878
2848	53945	2859
2849	53965	2840
2850	53983	2821
2851	54001	2802
2852	54020	2783
2853	54038	2764
2854	54056	2745
2855	54076	2726
2856	54094	2707
2857	54113	2688
2858	54133	2669
2859	54150	2650
2860	54168	2631
2861	54187	2612
2862	54204	2593
2863	54221	2574
2864	54239	2555
2865	54258	2536
2866	54277	2517
2867	54294	2498
2868	54313	2479
2869	54331	2461
2870	54351	2442
2871	54370	2423
2872	54388	2404
2873	54406	2385
2874	54426	2366
2875	54444	2347
2876	54463	2328
2877	54481	2309
2878	54501	2290
2879	54519	2271
2880	54539	2252
2881	54558	2233
2882	54576	2214
2883	54595	2195
2884	54615	2177
2885	54634	2158
2886	54651	2139
2887	54669	2120
2888	54687	2101
2889	54704	2082
2890	54722	2063
2891	54740	2044
2892	54760	2025
2893	54778	2006
2894	54798	1987
2895	54817	1968
2896	54835	1949
2897	54852	1930
2898	54871	1911
2899	54890	1892
2900	54909	1873
2901	54930	1855
2902	54948	1836
2903	54968	1817
2904	54988	1798
2905	55006	1779
2906	55023	1760
2907	55043	1741
2908	55061	1722
2909	55079	1703
2910	55098	1684
2911	55115	1665
2912	55134	1646
2913	55152	1627
2914	55169	1608
2915	55190	1589
2916	55208	1570
2917	55226	1551
2918	55245	1533
2919	55263	1514
2920	55283	1495
2921	55303	1476
2922	55323	1457
2923	55342	1438
2924	55362	1419
2925	55381	1400
2926	55401	1381
2927	55420	1362
2928	55439	1343
2929	55457	1324
2930	55475	1305
2931	55496	1287
2932	55513	1268
2933	55532	1249
2934	55549	1230
2935	55568	1211
2936	55586	1192
2937	55605	1173
2938	55623	1154
2939	55642	1135
2940	55660	1116
2941	55689	1097
2942	55712	1079
2943	55731	1060
2944	55750	1041
2945	55767	1022
2946	55786	1003
2947	55804	984
2948	55825	965
2949	55842	946
2950	55859	927
2951	55875	908
2952	55894	889
2953	55912	870
2954	55932	851
2955	55949	832
2956	55969	813
2957	55989	794
2958	56008	776
2959	56025	757
2960	56044	738
2961	56063	719
2962	56081	700
2963	56101	681
2964	56118	662
2965	56136	643
2966	56154	624
2967	56174	605
2968	56193	586
2969	56212	567
2970	56231	548
2971	56250	529
2972	56269	511
2973	56286	492
2974	56303	473
2975	56323	454
2976	56340	435
2977	56358	416
2978	56375	397
2979	56394	378
2980	56412	359
2981	56431	340
2982	56450	321
2983	56470	302
2984	56489	283
2985	56510	264
2986	56528	246
2987	56546	227
2988	56564	208
2989	56583	189
2990	56601	170
2991	56620	151
2992	56638	132
2993	56657	113
2994	56676	94
2995	56694	75
2996	56712	56
2997	56730	37
2998	56748	18
2999	56766	0
